ID,JournalLineNumber,Year,TransactionJournalEntryDescription,PostedDate,EffectiveDate,GeneralLedgerAccountNumber,AccountDescription,TransactionAmount,DebitCreditIndicator,Vendname
23470,1,2020,Accrual for KRLD FM Week of 1/27/20,28:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,3833.5,DR,                                             
23472,1,2020,Accrual for KRLD FM Week of 1/27/20,29:00.0,01-02-2020,70200-6010              ,Advertising - Radio                ,-3833.5,CR,NULL
23505,1,2020,NULL,46:00.0,13-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,FEDEX                                        
23599,1,2020,NULL,29:00.0,01-08-2020,70101-6010              ,Advertising Allocation Account     ,3954.86,DR,TOP OF MIND NETWORKS LLC                     
23783,1,2020,NULL,54:00.0,06-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
23787,2,2020,NULL,54:00.0,06-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
23789,1,2016,KLIF Spot                          ,41:00.0,31-01-2016,70200-6010              ,Advertising - Radio                ,1301,DR,                                             
23790,2,2016,KLIF Show                          ,42:00.0,31-01-2016,70200-6010              ,Advertising - Radio                ,2678,DR,                                             
23791,3,2016,WBAP                               ,42:00.0,31-01-2016,70200-6010              ,Advertising - Radio                ,4080,DR,                                             
23820,1,2020,NULL,46:00.0,14-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,FEDEX                                        
23834,1,2020,NULL,00:00.0,18-06-2020,70200-6010              ,Advertising - Radio                ,-3591.25,CR,"WATERLOO MEDIA GROUP, L.P.- KLBJ AM          "
23836,1,2020,NULL,00:00.0,18-06-2020,70200-6010              ,Advertising - Radio                ,3591.25,DR,"WATERLOO MEDIA GROUP, L.P.- KLBJ AM          "
23980,1,2016,NULL,52:00.0,01-01-2016,70500-6010              ,Advertising - Web                  ,25,DR,YAHOO AD MANAGER                             
23984,1,2016,NULL,54:00.0,01-01-2016,70101-6010              ,Advertising Allocation Account     ,1000,DR,"LEADPOINT, INC                               "
24216,1,2016,NULL,44:00.0,06-01-2016,70500-6010              ,Advertising - Web                  ,5002.81,DR,MICROSOFT *BING AD800-518-5689 NV            
24220,1,2016,NULL,44:00.0,07-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24224,1,2016,NULL,45:00.0,07-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24228,1,2016,NULL,45:00.0,08-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24240,1,2016,NULL,53:00.0,09-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24244,1,2016,NULL,54:00.0,09-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24361,1,2016,NULL,55:00.0,10-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24365,1,2016,NULL,55:00.0,12-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24369,1,2016,NULL,56:00.0,12-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24373,1,2016,NULL,57:00.0,12-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
24490,1,2020,NULL,05:00.0,31-05-2020,70300-6010              ,Advertising - Television           ,47379,DR,WFAA                                         
24492,1,2020,NULL,50:00.0,31-05-2020,70300-6010              ,Advertising - Television           ,30770,DR,KXAS-TV                                      
24823,1,2020,NULL,28:00.0,17-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24827,2,2020,NULL,28:00.0,17-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24831,3,2020,NULL,29:00.0,17-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24835,1,2020,NULL,29:00.0,18-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24839,1,2020,NULL,34:00.0,19-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24843,2,2020,NULL,35:00.0,19-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24847,1,2020,NULL,35:00.0,20-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
24851,1,2020,NULL,36:00.0,21-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
25324,1,2020,NULL,13:00.0,18-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
25328,1,2020,NULL,57:00.0,02-03-2020,70200-6010              ,Advertising - Radio                ,0.25,DR,KRLD - FM                                    
25470,1,2020,NULL,49:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,27476.25,DR,KXAS-TV                                      
25634,1,2020,NULL,39:00.0,06-04-2020,70101-6010              ,Advertising Allocation Account     ,8027.48,DR,VELOCIFY                                     
25763,1,2020,Marketing                          ,17:00.0,30-06-2020,70101-6010              ,Advertising Allocation Account     ,250,DR,                                             
25767,1,2020,Marketing                          ,19:00.0,01-07-2020,70101-6010              ,Advertising Allocation Account     ,-250,CR,NULL
25772,1,2020,NULL,49:00.0,30-06-2020,70500-6010              ,Advertising - Web                  ,3082.31,DR,MICROSOFT *BING AD800-518-5689 NV            
25780,1,2020,NULL,32:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,17901,DR,KVUE-ABC                                     
25782,2,2020,NULL,32:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,969,DR,KVUE-ABC                                     
25957,1,2016,NULL,43:00.0,19-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
25970,1,2020,NULL,23:00.0,30-04-2020,70200-6010              ,Advertising - Radio                ,1275,DR,"KFNC-FM GOW MEDIA, LLC                       "
25972,1,2020,NULL,58:00.0,30-04-2020,70200-6010              ,Advertising - Radio                ,5610,DR,KRLD - FM                                    
25982,1,2016,NULL,57:00.0,27-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
25986,1,2016,NULL,57:00.0,27-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
25990,1,2016,NULL,58:00.0,28-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
25996,1,2016,NULL,00:00.0,31-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
26087,1,2020,NULL,41:00.0,07-07-2020,70101-6010              ,Advertising Allocation Account     ,8070.98,DR,VELOCIFY                                     
26212,1,2016,NULL,43:00.0,15-04-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
26255,1,2020,NULL,59:00.0,30-04-2020,70300-6010              ,Advertising - Television           ,13260,DR,KDFW FOX 4                                   
26257,2,2020,NULL,00:00.0,30-04-2020,70300-6010              ,Advertising - Television           ,1912.5,DR,KDFW FOX 4                                   
26261,1,2020,NULL,15:00.0,05-05-2020,70101-6010              ,Advertising Allocation Account     ,8200.39,DR,VELOCIFY                                     
26263,1,2020,NULL,31:00.0,03-05-2020,70500-6010              ,Advertising - Web                  ,5001.33,DR,MICROSOFT *BING AD800-518-5689 NV            
26287,3,2016,1188223695;1188223696              ,17:00.0,31-05-2016,70200-6010              ,Advertising - Radio                ,9537,DR,KRLD - FM                                    
26336,1,2020,NULL,59:00.0,30-01-2020,70101-6010              ,Advertising Allocation Account     ,162.38,DR,"GOOGLE.COM, CA                               "
26472,1,2016,NULL,47:00.0,16-04-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
26476,2,2016,NULL,47:00.0,16-04-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
26681,1,2020,NULL,08:00.0,03-02-2020,70500-6010              ,Advertising - Web                  ,7200,DR,BOOST MEDIA GROUP                            
26738,1,2016,1188223432,05:00.0,27-04-2016,70200-6010              ,Advertising - Radio                ,8840,DR,KRLD - FM                                    
26740,1,2020,NULL,10:00.0,10-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26740,2,2016,1188223432,06:00.0,27-04-2016,70200-6010              ,Advertising - Radio                ,4250,DR,KRLD - FM                                    
26744,2,2020,NULL,11:00.0,10-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26748,1,2020,NULL,11:00.0,11-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26752,2,2020,NULL,12:00.0,11-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26789,1,2020,NULL,01:00.0,17-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26793,2,2020,NULL,01:00.0,17-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26797,1,2020,NULL,07:00.0,18-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
26834,2,2016,NULL,35:00.0,02-06-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
26943,1,2020,NULL,52:00.0,07-05-2020,70101-6010              ,Advertising Allocation Account     ,500,DR,TOP OF MIND NETWORKS LLC                     
26945,1,2020,NULL,54:00.0,07-05-2020,70101-6010              ,Advertising Allocation Account     ,3741.66,DR,TOP OF MIND NETWORKS LLC                     
27003,1,2020,NULL,09:00.0,03-02-2020,70500-6010              ,Advertising - Web                  ,5850,DR,BOOST MEDIA GROUP                            
27105,1,2020,NULL,16:00.0,12-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27115,1,2020,NULL,21:00.0,13-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27119,2,2020,NULL,21:00.0,13-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27123,3,2020,NULL,21:00.0,13-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27127,1,2020,NULL,22:00.0,14-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27131,1,2020,NULL,10:00.0,19-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27227,1,2016,NULL,09:00.0,11-02-2016,70101-6010              ,Advertising Allocation Account     ,383.68,DR,YAHOO AD MANAGER                             
27268,1,2016,NULL,16:00.0,29-03-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
27272,1,2016,NULL,16:00.0,30-03-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
27289,2,2016,NULL,28:00.0,01-05-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
27402,1,2020,NULL,44:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,2720,DR,KLIF                                         
27459,1,2016,NULL,00:00.0,08-02-2016,70101-6010              ,Advertising Allocation Account     ,-199,CR,THE HARTFORD                                 
27469,2,2020,NULL,22:00.0,14-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27519,1,2016,NULL,17:00.0,30-03-2016,70500-6010              ,Advertising - Web                  ,5035.23,DR,MICROSOFT *BING AD800-518-5689 NV            
27575,1,2020,NULL,10:00.0,11-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27579,2,2020,NULL,10:00.0,11-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27583,3,2020,NULL,10:00.0,11-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27587,4,2020,NULL,10:00.0,11-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
27940,1,2016,NULL,41:00.0,01-02-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
28201,1,2016,NULL,38:00.0,09-02-2016,70300-6010              ,Advertising - Television           ,6120,DR,KTVT-11                                      
28358,1,2016,NULL,07:00.0,02-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
28537,1,2016,NULL,11:00.0,01-02-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
28548,1,2020,NULL,46:00.0,15-01-2020,70101-6010              ,Advertising Allocation Account     ,5250,DR,"GENESIS COMMUNICATIONS, INC                  "
28753,1,2020,NULL,14:00.0,28-01-2020,70200-6010              ,Advertising - Radio                ,4998,DR,KSCS - FM                                    
28755,2,2020,NULL,14:00.0,28-01-2020,70200-6010              ,Advertising - Radio                ,318.75,DR,KSCS - FM                                    
28942,1,2016,NULL,58:00.0,10-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
28946,1,2016,NULL,58:00.0,10-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
28950,1,2016,NULL,59:00.0,10-05-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
29237,2,2020,NULL,38:00.0,31-07-2020,70200-6010              ,Advertising - Radio                ,-61.2,CR,KILTA                                        
29239,1,2020,NULL,38:00.0,13-08-2020,70101-6010              ,Advertising Allocation Account     ,6825,DR,"GENESIS COMMUNICATIONS, INC                  "
29241,1,2020,NULL,40:00.0,01-08-2020,70300-6010              ,Advertising - Television           ,6375,DR,KDFW FOX 4                                   
29259,1,2020,NULL,27:00.0,05-08-2020,70101-6010              ,Advertising Allocation Account     ,-10,CR,BIRDEYE INC                                  
29263,1,2020,NULL,28:00.0,05-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29409,1,2020,Accrual KRLD AM week of 1/27/2020  ,09:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,2550,DR,                                             
29411,1,2020,Accrual KRLD AM week of 1/27/2020  ,09:00.0,01-02-2020,70200-6010              ,Advertising - Radio                ,-2550,CR,NULL
29532,1,2020,NULL,46:00.0,09-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29540,1,2020,NULL,48:00.0,10-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29556,1,2020,NULL,41:00.0,12-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29560,2,2020,NULL,41:00.0,12-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29616,1,2020,Camber Marketing                   ,17:00.0,29-02-2020,70101-6010              ,Advertising Allocation Account     ,10636.2,DR,JAMES SHARP                                  
29618,2,2020,Cloudfare                          ,18:00.0,29-02-2020,70101-6010              ,Advertising Allocation Account     ,213.2,DR,JAMES SHARP                                  
29620,3,2020,Leadsbridge                        ,18:00.0,29-02-2020,70101-6010              ,Advertising Allocation Account     ,499,DR,JAMES SHARP                                  
29667,1,2020,NULL,02:00.0,10-02-2020,70101-6010              ,Advertising Allocation Account     ,3453.84,DR,TOP OF MIND NETWORKS LLC                     
29669,1,2020,NULL,03:00.0,10-02-2020,70101-6010              ,Advertising Allocation Account     ,500,DR,TOP OF MIND NETWORKS LLC                     
29789,1,2020,NULL,22:00.0,22-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29793,1,2020,NULL,23:00.0,23-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29797,1,2020,NULL,24:00.0,24-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29805,1,2020,NULL,30:00.0,25-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29817,1,2020,NULL,44:00.0,26-04-2020,70101-6010              ,Advertising Allocation Account     ,159.9,DR,ZIPWHIP.COM                                  
29824,2,2020,NULL,28:00.0,05-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29828,1,2020,NULL,29:00.0,06-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29835,1,2016,NULL,18:00.0,01-03-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
29852,1,2020,NULL,00:00.0,11-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29856,2,2020,NULL,00:00.0,11-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
29924,1,2020,NULL,34:00.0,29-02-2020,70200-6010              ,Advertising - Radio                ,11500.5,DR,KRLD - FM                                    
30371,1,2020,KTRH AM April accrual              ,45:00.0,30-04-2020,70200-6010              ,Advertising - Radio                ,5100,DR,                                             
30373,1,2020,KTRH AM April accrual              ,45:00.0,01-05-2020,70200-6010              ,Advertising - Radio                ,-5100,CR,NULL
30373,2,2016,NULL,18:00.0,17-02-2016,70101-6010              ,Advertising Allocation Account     ,69.5,DR,"AIA SERVICES, LLC                            "
30380,2,2020,NULL,42:00.0,01-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
30382,1,2020,NULL,41:00.0,01-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
30386,1,2020,NULL,43:00.0,01-05-2020,70101-6010              ,Advertising Allocation Account     ,200,DR,YELP                                         
30446,1,2020,NULL,00:00.0,26-08-2020,70200-6010              ,Advertising - Radio                ,-6563.7,CR,KTCK                                         
30448,1,2020,NULL,00:00.0,26-08-2020,70200-6010              ,Advertising - Radio                ,6563.7,DR,KTCK                                         
30690,2,2020,NULL,46:00.0,25-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
30694,3,2020,NULL,46:00.0,25-08-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
30875,2,2016,NULL,38:00.0,21-01-2016,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
31019,1,2016,NULL,43:00.0,17-03-2016,70101-6010              ,Advertising Allocation Account     ,102.84,DR,JOE SPOLAR                                   
31082,1,2016,NULL,18:00.0,16-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
31086,1,2016,NULL,19:00.0,17-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
31090,1,2016,NULL,19:00.0,17-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
31094,1,2016,NULL,20:00.0,18-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
31194,4,2020,NULL,16:00.0,09-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31518,2,2020,NULL,25:00.0,24-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31522,1,2020,NULL,26:00.0,25-06-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31750,1,2020,NULL,37:00.0,09-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31754,2,2020,NULL,37:00.0,09-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31806,1,2020,NULL,29:00.0,16-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31810,2,2020,NULL,29:00.0,16-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31816,1,2020,NULL,30:00.0,17-05-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
31963,1,2016,NULL,12:00.0,28-03-2016,70500-6010              ,Advertising - Web                  ,-3.13,CR,MICROSOFT *BING AD800-518-5689 NV            
31967,1,2016,NULL,14:00.0,28-03-2016,70101-6010              ,Advertising Allocation Account     ,-1.65,CR,MICROSOFT *BING AD800-518-5689 NV            
32034,1,2016,NULL,47:00.0,28-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
32080,1,2020,NULL,47:00.0,13-03-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32439,1,2020,NULL,55:00.0,31-05-2020,70200-6010              ,Advertising - Radio                ,2221.69,DR,KRLD-AM                                      
32444,1,2020,NULL,07:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,36380,DR,KPRC                                         
32464,1,2020,NULL,17:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,36975,DR,KTRK - ABC 13                                
32466,1,2020,NULL,19:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,3004.08,DR,SPECTRUM REACH                               
32468,1,2020,NULL,20:00.0,30-06-2020,70300-6010              ,Advertising - Television           ,18843.7,DR,SPECTRUM REACH                               
32711,1,2020,NULL,12:00.0,31-03-2020,70300-6010              ,Advertising - Television           ,29019,DR,KPRC                                         
32721,1,2020,NULL,43:00.0,01-03-2020,70101-6010              ,Advertising Allocation Account     ,500,DR,TOP OF MIND NETWORKS LLC                     
32724,2,2020,NULL,55:00.0,31-05-2020,70200-6010              ,Advertising - Radio                ,1912.5,DR,KRLD-AM                                      
32746,1,2020,NULL,37:00.0,01-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32750,2,2020,NULL,37:00.0,01-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32754,1,2020,NULL,38:00.0,01-07-2020,70101-6010              ,Advertising Allocation Account     ,200,DR,YELP                                         
32896,1,2020,NULL,18:00.0,24-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32900,2,2020,NULL,18:00.0,24-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32904,1,2020,NULL,19:00.0,25-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
32950,1,2016,NULL,41:00.0,26-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
32954,1,2016,NULL,41:00.0,26-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
32974,1,2016,NULL,44:00.0,27-01-2016,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
32989,1,2020,NULL,16:00.0,31-03-2020,70200-6010              ,Advertising - Radio                ,17212.5,DR,KTRH                                         
33004,1,2020,NULL,26:00.0,31-03-2020,70300-6010              ,Advertising - Television           ,-977.5,CR,KXAS-TV                                      
33048,1,2020,NULL,06:00.0,19-07-2020,70101-6010              ,Advertising Allocation Account     ,6650,DR,"GENESIS COMMUNICATIONS, INC                  "
33054,1,2020,NULL,40:00.0,20-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33058,2,2020,NULL,41:00.0,20-07-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33168,2,2020,NULL,19:00.0,25-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33172,1,2020,NULL,20:00.0,26-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33176,2,2020,NULL,20:00.0,26-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33180,1,2020,NULL,21:00.0,27-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33184,2,2020,NULL,21:00.0,27-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33296,1,2020,NULL,46:00.0,06-04-2020,70300-6010              ,Advertising - Television           ,1916.75,DR,KVUE-ABC                                     
33469,1,2020,NULL,48:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,212.5,DR,KSCS - FM                                    
33471,1,2020,NULL,49:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,4998,DR,KSCS - FM                                    
33473,1,2020,NULL,50:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,25062.25,DR,KTCK                                         
33475,1,2020,NULL,51:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,2550,DR,WBAP-AM                                      
33477,1,2020,NULL,53:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,13005,DR,WBAP-AM                                      
33479,1,2020,NULL,22:00.0,31-01-2020,70300-6010              ,Advertising - Television           ,46197.5,DR,WFAA                                         
33605,1,2020,NULL,02:00.0,11-04-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
33769,1,2020,NULL,27:00.0,31-01-2020,70200-6010              ,Advertising - Radio                ,17212.5,DR,KTRH                                         
34083,4,2020,NULL,51:00.0,04-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34095,3,2020,1.6.20                             ,57:00.0,06-01-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34250,1,2020,NULL,24:00.0,28-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34496,2,2020,NULL,24:00.0,28-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34500,3,2020,NULL,24:00.0,28-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34504,4,2020,NULL,25:00.0,28-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34508,5,2020,NULL,25:00.0,28-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34526,1,2020,NULL,18:00.0,01-03-2020,70101-6010              ,Advertising Allocation Account     ,200,DR,YELP                                         
34652,1,2020,NULL,59:00.0,12-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34656,2,2020,NULL,59:00.0,12-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34660,3,2020,NULL,00:00.0,12-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
34664,4,2020,NULL,00:00.0,12-02-2020,70500-6010              ,Advertising - Web                  ,5000,DR,"GOOGLE.COM, CA                               "
